commit_sha,feature_set,commit_policy,virgin_zero_skip,cpu,os,rustc,scenario,size,touch,reps,mean_ns_per_op,p50_ns_per_op,min_ns_per_op,max_ns_per_op,mean_activation_pct,min_activation_pct,oracle,landing_commit
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,virgin,64k,notouch,50,91050.0,85800.0,60900.0,210500.0,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,virgin,64k,onebyte,50,127102.0,122200.0,92700.0,211700.0,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,virgin,64k,full,50,175782.0,174700.0,120400.0,339500.0,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,virgin,128k,notouch,50,107088.0,105600.0,71100.0,164800.0,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,virgin,128k,onebyte,50,172208.0,175600.0,111300.0,311300.0,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,virgin,128k,full,50,323038.0,271800.0,178500.0,902000.0,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,recycled,4k,notouch,10,149.4,137.5,112.5,262.5,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,recycled,4k,onebyte,10,113.1,118.8,93.8,125.0,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,recycled,4k,full,10,3111.9,3175.0,1931.2,3843.8,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,recycled,16k,notouch,10,308.8,331.2,193.8,337.5,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,recycled,16k,onebyte,10,354.4,343.8,312.5,512.5,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,recycled,16k,full,10,11682.5,11662.5,11612.5,11818.8,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,recycled,64k,notouch,10,2003.8,1912.5,1868.8,2412.5,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,recycled,64k,onebyte,10,1930.0,1962.5,1737.5,2106.2,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,recycled,64k,full,10,50907.5,50775.0,50268.8,53006.2,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,recycled,128k,notouch,10,3934.4,3662.5,3443.8,6600.0,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,recycled,128k,onebyte,10,4136.2,3918.8,3725.0,6062.5,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
50d5adc9e99f7817f88097901d7d0497fae53ea3,"production bench-internals alloc-stats virgin-zero-skip small-segment-lazy-commit",lazy,true,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045,1.97.0,recycled,128k,full,10,97344.4,100806.2,84975.0,104337.5,100.00,100.00,PASS,d8f467b869c226150746532c484944958ee31808
