base_commit_sha,after_tree_sha,before_tree_sha,feature_set,cpu,os,bench,before_ir,after_ir,delta_ir,kind,landing_commit
2dfeaa30944fb73dedd2365bb90c41ff4c198c5d,8fa61fd1a4aabd11296607bb878951afb728d79e,b19c6e6f0b5bcf7d41438143fe8bc8e318a5cb29,production bench-internals,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045_(WSL/valgrind callgrind),large_cache_prefill_only_4mib,6994,6770,-224,"prefill (shared prefix, both arms)",eb2463a449ca3497ce2761ee32f95cdc63bac321
2dfeaa30944fb73dedd2365bb90c41ff4c198c5d,8fa61fd1a4aabd11296607bb878951afb728d79e,b19c6e6f0b5bcf7d41438143fe8bc8e318a5cb29,production bench-internals,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045_(WSL/valgrind callgrind),large_cache_hit_only_4mib,7371,7115,-256,"treatment (prefix + 1 large-cache HIT)",eb2463a449ca3497ce2761ee32f95cdc63bac321
2dfeaa30944fb73dedd2365bb90c41ff4c198c5d,8fa61fd1a4aabd11296607bb878951afb728d79e,b19c6e6f0b5bcf7d41438143fe8bc8e318a5cb29,production bench-internals,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045_(WSL/valgrind callgrind),large_alloc_free_cycle,4080,4080,0,"kill-gate (fresh OS reservation, never a hit; must be flat)",eb2463a449ca3497ce2761ee32f95cdc63bac321
2dfeaa30944fb73dedd2365bb90c41ff4c198c5d,8fa61fd1a4aabd11296607bb878951afb728d79e,b19c6e6f0b5bcf7d41438143fe8bc8e318a5cb29,production bench-internals,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045_(WSL/valgrind callgrind),small_churn_16b,8810,8810,0,"kill-gate (plain small alloc, must be flat)",eb2463a449ca3497ce2761ee32f95cdc63bac321
2dfeaa30944fb73dedd2365bb90c41ff4c198c5d,8fa61fd1a4aabd11296607bb878951afb728d79e,b19c6e6f0b5bcf7d41438143fe8bc8e318a5cb29,production bench-internals,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045_(WSL/valgrind callgrind),churn_256b,8810,8810,0,"kill-gate (plain small alloc, must be flat)",eb2463a449ca3497ce2761ee32f95cdc63bac321
2dfeaa30944fb73dedd2365bb90c41ff4c198c5d,8fa61fd1a4aabd11296607bb878951afb728d79e,b19c6e6f0b5bcf7d41438143fe8bc8e318a5cb29,production bench-internals,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045_(WSL/valgrind callgrind),aligned_churn_640b_a128,8746,8746,0,"kill-gate (plain small alloc, must be flat)",eb2463a449ca3497ce2761ee32f95cdc63bac321
2dfeaa30944fb73dedd2365bb90c41ff4c198c5d,8fa61fd1a4aabd11296607bb878951afb728d79e,b19c6e6f0b5bcf7d41438143fe8bc8e318a5cb29,production bench-internals,Intel_Core_i7-11800H_2.30GHz,Windows_10_Pro_10.0.19045_(WSL/valgrind callgrind),cold_alloc_free_256x16b,50968,50968,0,"kill-gate (plain small alloc, must be flat)",eb2463a449ca3497ce2761ee32f95cdc63bac321
